option,geography_level,geography_id,total_records,sex_available,sex_female,sex_male,sex_unknown_or_missing,age_available,age_under_1,age_1_4,age_5_14,age_15_24,age_25_44,age_45,age_unknown,lab_available,lab_positive,lab_negative,lab_other,lab_missing,doses_available,doses_0,doses_1,doses_2,doses_unknown_or_missing,case_definition_available,case_definition_yes,case_definition_no,case_definition_unknown_or_missing,onset_year_available,onset_year_2017,onset_year_2018,onset_year_2019,onset_year_2020,onset_year_2021,onset_year_2022,onset_year_2023,onset_year_unknown
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0028,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0029,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0030,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0031,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0032,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0035,11,no,,,,no,,,,,,,,no,,,,,yes,5,0,0,6,yes,6,0,5,yes,0,0,0,0,0,0,0,11
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0036,10,yes,5,5,0,no,,,,,,,,no,,,,,no,,,,,yes,10,0,0,yes,0,0,0,0,0,0,0,10
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0037,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0038,8,no,,,,no,,,,,,,,yes,0,0,0,8,yes,0,0,0,8,yes,0,0,8,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0039,6,no,,,,no,,,,,,,,yes,0,0,0,6,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0041,6,no,,,,no,,,,,,,,yes,0,0,0,6,no,,,,,yes,6,0,0,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0042,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0043,6,no,,,,no,,,,,,,,no,,,,,yes,0,0,6,0,yes,6,0,0,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0045,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0046,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0047,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0048,7,no,,,,no,,,,,,,,yes,0,0,0,7,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0050,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0051,6,no,,,,no,,,,,,,,yes,0,0,0,6,no,,,,,yes,6,0,0,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0052,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0054,9,no,,,,no,,,,,,,,yes,0,0,0,9,yes,0,0,0,9,yes,0,0,9,yes,0,0,0,0,0,0,0,9
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0055,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0057,52,yes,35,17,0,no,,,,,,,,no,,,,,no,,,,,yes,8,0,44,yes,0,0,0,0,0,0,0,52
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0059,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0061,7,no,,,,no,,,,,,,,yes,0,0,0,7,no,,,,,yes,7,0,0,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0062,8,no,,,,no,,,,,,,,yes,0,0,0,8,yes,0,0,0,8,yes,0,0,8,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0063,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0065,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0066,5,no,,,,no,,,,,,,,yes,5,0,0,0,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0069,12,yes,6,6,0,no,,,,,,,,yes,0,0,0,12,yes,0,0,0,12,yes,0,0,12,yes,0,0,0,0,0,0,0,12
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0070,8,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,8,0,0,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0071,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0074,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0075,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0076,7,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,7,yes,0,0,7,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0077,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0079,33,yes,17,16,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,33
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0081,18,yes,9,9,0,no,,,,,,,,no,,,,,no,,,,,yes,5,0,13,yes,0,0,0,0,0,0,0,18
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0083,6,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0084,16,yes,8,8,0,no,,,,,,,,no,,,,,no,,,,,yes,9,0,7,yes,0,0,0,0,0,0,0,16
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0085,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0086,5,no,,,,no,,,,,,,,no,,,,,yes,5,0,0,0,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0088,8,no,,,,no,,,,,,,,yes,0,0,0,8,yes,0,0,0,8,yes,0,0,8,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0089,21,yes,9,12,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,21
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0090,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0092,25,yes,15,10,0,no,,,,,,,,no,,,,,no,,,,,yes,16,0,9,yes,0,0,0,0,0,0,0,25
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0095,7,no,,,,no,,,,,,,,yes,0,0,0,7,yes,0,0,0,7,yes,7,0,0,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0096,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0097,5,no,,,,no,,,,,,,,yes,0,0,0,5,yes,0,0,0,5,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0098,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0099,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0100,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0101,25,yes,16,9,0,no,,,,,,,,yes,0,0,0,25,yes,0,0,0,25,yes,0,0,25,yes,0,0,0,0,0,0,0,25
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0102,64,yes,27,37,0,yes,18,40,6,0,0,0,0,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,64
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0103,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0104,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0105,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0106,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0108,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0110,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0111,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0112,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0114,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0115,9,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,9,yes,0,0,9,yes,0,0,0,0,0,0,0,9
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0116,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0117,5,no,,,,no,,,,,,,,yes,0,0,0,5,no,,,,,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0118,10,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,10,yes,0,0,10,yes,0,0,0,0,0,0,0,10
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0119,8,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0120,12,yes,6,6,0,no,,,,,,,,no,,,,,yes,0,0,0,12,yes,0,0,12,yes,0,0,0,0,0,0,0,12
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0121,6,no,,,,no,,,,,,,,yes,0,0,0,6,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0122,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0123,53,yes,19,34,0,no,,,,,,,,yes,0,0,0,53,yes,0,0,0,53,yes,0,0,53,yes,0,0,0,0,0,0,0,53
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0124,5,no,,,,no,,,,,,,,yes,0,0,0,5,yes,5,0,0,0,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0125,46,yes,22,24,0,no,,,,,,,,no,,,,,no,,,,,yes,38,0,8,yes,0,0,0,0,0,0,0,46
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0126,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0128,9,no,,,,no,,,,,,,,yes,0,0,0,9,yes,0,0,0,9,yes,0,0,9,yes,0,0,0,0,0,0,0,9
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0129,5,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0131,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0133,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0134,14,yes,8,6,0,no,,,,,,,,no,,,,,no,,,,,yes,14,0,0,yes,0,0,0,0,0,0,0,14
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0135,5,yes,5,0,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0140,9,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,9
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0141,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0142,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0143,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0145,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0148,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0150,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0151,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0152,18,yes,7,11,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,18
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0155,6,no,,,,no,,,,,,,,yes,0,0,0,6,no,,,,,no,,,,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0156,6,no,,,,no,,,,,,,,yes,0,0,0,6,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0160,16,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,16
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0162,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0163,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0165,6,no,,,,no,,,,,,,,yes,0,0,0,6,yes,0,0,0,6,no,,,,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0166,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0167,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0168,6,no,,,,no,,,,,,,,yes,0,0,0,6,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0171,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0173,7,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,7,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0175,5,no,,,,no,,,,,,,,yes,0,0,0,5,no,,,,,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0177,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0178,5,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,5,yes,0,0,5,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0179,60,yes,26,34,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,60
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0181,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0184,5,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,5,0,0,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0185,8,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0186,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0187,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0188,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0189,31,yes,20,11,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,31
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0190,13,yes,5,8,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,13
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0191,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0192,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0194,8,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0195,8,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0196,15,yes,7,8,0,no,,,,,,,,yes,0,0,0,15,no,,,,,no,,,,yes,0,0,0,0,0,0,0,15
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0198,11,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,6,0,5,yes,0,0,0,0,0,0,0,11
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0199,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0200,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0201,9,no,,,,yes,0,9,0,0,0,0,0,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,9
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0203,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0205,23,yes,11,12,0,no,,,,,,,,yes,0,0,0,23,yes,0,0,0,23,yes,0,0,23,yes,0,0,0,0,0,0,0,23
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0207,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0208,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0210,19,yes,7,12,0,yes,9,5,5,0,0,0,0,yes,0,0,0,19,no,,,,,yes,19,0,0,yes,0,0,0,0,0,0,0,19
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0211,8,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0212,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0213,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0214,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
